flat_type,flat_price,location,buildup_area_sqft,price_per_sqft,age_of_property,new_age,which_floor,furnishing,carpet_area,bedrooms,bathrooms,balcony,parking
1 BHK Flat,1.54,Powai,500.0,30800.0,2 Year Old,2.0,Lowerof 23 floors,Semi Furnished,385.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.75,Andheri East,800.0,21880.0,4 Year Old,4.0,Higherof 10 floors,Unfurnished,620.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.06,Mira Road East,550.0,19270.0,2 Year Old,2.0,Higherof 14 floors,Unfurnished,450.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.3,Kandivali East,950.0,24210.0,Ready to move,,unknown,,,2.0,,0.0,Yes
3 BHK Flat,4.1,Goregaon West,1440.0,28470.0,3 BHK,,Higherof 28 floors,Semi Furnished,1033.0,3.0,3.0,0.0,Yes
2 BHK Flat,3.45,Matunga East,750.0,46000.0,2 Year Old,2.0,Middleof 23 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,2.5,Powai,740.0,33780.0,Ready to move,,unknown,,595.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,670.0,9700.0,2 Year Old,2.0,Lowerof 22 floors,Semi Furnished,456.0,1.0,2.0,2.0,Yes
3 BHK Flat,8.45,Byculla,1800.0,46940.0,1 Years Old,1.0,Middleof 41 floors,Semi Furnished,1560.0,3.0,3.0,1.0,Yes
2 BHK Flat,2.41,Santacruz East,733.0,32830.0,3 Year Old,3.0,Middleof 15 floors,Semi Furnished,,2.0,2.0,,Yes
2 BHK Flat,0.62,Thane West,750.0,8270.0,4 Year Old,4.0,Middleof 7 floors,Unfurnished,580.0,2.0,2.0,1.0,Yes
3 BHK Flat,3.0,Vile Parle West,1014.0,29590.0,3 Year Old,3.0,Lowerof 10 floors,,,3.0,,0.0,Yes
2 BHK Flat,1.35,Mira Road East,900.0,15000.0,Ready to move,,unknown,,780.0,2.0,2.0,3.0,Yes
2 BHK Flat,2.5,Wadala,820.0,30490.0,2 BHK,,Middleof 44 floors,Semi Furnished,768.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.66,Mira Road East,590.0,11190.0,Ready to move,,unknown,,488.0,1.0,2.0,3.0,Yes
2 BHK Flat,0.94,Mira Road East,1020.0,9210.0,2 Year Old,2.0,Middleof 15 floors,Semi Furnished,680.0,2.0,2.0,3.0,Yes
2 BHK Flat,0.95,Mira Road East,1060.0,8960.0,1 Years Old,1.0,Lowerof 22 floors,Semi Furnished,650.0,2.0,3.0,3.0,Yes
3 BHK Flat,2.53,Sion,1309.0,19330.0,1 Years Old,1.0,Middleof 23 floors,Fully Furnished,770.0,3.0,2.0,0.0,Yes
3 BHK Flat,6.67,Goregaon East,1750.0,38110.0,4 Year Old,4.0,Higherof 55 floors,Semi Furnished,1267.0,3.0,3.0,0.0,Yes
1 BHK Flat,0.62,Mira Road East,661.0,9310.0,Ready to move,,unknown,,441.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.1,others,437.0,25170.0,1 Years Old,1.0,Higherof 25 floors,,437.0,1.0,2.0,1.0,no
1 BHK Flat,1.41,others,500.0,28200.0,4 Year Old,4.0,Lowerof 23 floors,,400.0,1.0,1.0,1.0,Yes
2 BHK Flat,1.5,Chembur,630.0,23810.0,1 Years Old,1.0,Higherof 14 floors,Semi Furnished,571.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.33,Naigaon East,630.0,5160.0,1 Years Old,1.0,Middleof 22 floors,Semi Furnished,392.0,1.0,2.0,3.0,no
2 BHK Flat,2.0,Chembur,950.0,21050.0,2 Year Old,2.0,Lowerof 15 floors,Unfurnished,750.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.7,Lower Parel,850.0,43530.0,1 Years Old,1.0,Middleof 20 floors,Unfurnished,557.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.8,Vikhroli East,395.0,20250.0,1 Years Old,1.0,Lowerof 22 floors,,383.0,1.0,1.0,0.0,no
2 BHK Flat,1.65,Kandivali East,995.0,16580.0,3 Year Old,3.0,Middleof 21 floors,,745.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.9,Prabhadevi,525.0,36190.0,1 Years Old,1.0,Middleof 25 floors,Semi Furnished,385.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.89,Kandivali West,594.0,14900.0,2 Year Old,2.0,Higherof 23 floors,Unfurnished,,2.0,,0.0,no
3 BHK Flat,5.0,Dadar West,875.0,57140.0,3 Year Old,3.0,Middleof 22 floors,Unfurnished,,3.0,2.0,,Yes
2 BHK Flat,2.55,Lower Parel,875.0,29140.0,1 Years Old,1.0,Middleof 22 floors,,,2.0,3.0,,Yes
3 BHK Flat,2.7,Andheri East,1500.0,18000.0,3 Year Old,3.0,Lowerof 12 floors,Semi Furnished,1111.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.1,Vikhroli East,550.0,20000.0,Ready to move,,,Unfurnished,,2.0,,0.0,no
2 BHK Flat,1.3,Dahisar East,675.0,19260.0,1 Years Old,1.0,Higherof 21 floors,Unfurnished,535.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.42,Mira Road East,470.0,8890.0,1 Years Old,1.0,Higherof 22 floors,,,1.0,,0.0,Yes
2 BHK Flat,3.99,Byculla,1250.0,31920.0,1 Years Old,1.0,Middleof 74 floors,Semi Furnished,747.0,2.0,2.0,1.0,Yes
3 BHK Flat,2.29,Vile Parle East,950.0,24110.0,3 Year Old,3.0,,Unfurnished,,3.0,3.0,,Yes
2 BHK Flat,1.17,Ghatkopar East,758.0,15440.0,2 Year Old,2.0,Lowerof 23 floors,Semi Furnished,562.0,2.0,2.0,0.0,no
2 BHK Flat,1.25,Vikhroli East,700.0,17860.0,1 Years Old,1.0,Lowerof 22 floors,,570.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.7,Mira Road East,625.0,11200.0,1 Years Old,1.0,Lowerof 11 floors,Semi Furnished,,2.0,1.0,,Yes
2 BHK Flat,4.75,Byculla,1009.0,47080.0,2 Year Old,2.0,Higherof 40 floors,Semi Furnished,850.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.09,Kandivali West,650.0,16770.0,3 Year Old,3.0,Lowerof 21 floors,Unfurnished,557.0,2.0,2.0,0.0,no
2 BHK Flat,1.18,Malad West,750.0,15730.0,1 Years Old,1.0,Lowerof 22 floors,Unfurnished,628.0,2.0,2.0,0.0,no
3 BHK Flat,4.6,Borivali East,1500.0,30670.0,1 Years Old,1.0,Middleof 61 floors,Semi Furnished,1073.0,3.0,3.0,0.0,Yes
1 BHK Flat,0.75,Jogeshwari East,430.0,17440.0,4 Year Old,4.0,Higherof 23 floors,Unfurnished,,1.0,,0.0,Yes
1 BHK Flat,1.43,Santacruz East,852.0,16780.0,2 Year Old,2.0,Lowerof 12 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,0.54,Mira Road East,557.0,9630.0,2 Year Old,2.0,Higherof 15 floors,Unfurnished,,2.0,3.0,,Yes
2 BHK Flat,0.8,Dahisar East,882.0,9070.0,3 Year Old,3.0,Higherof 20 floors,Unfurnished,643.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.96,Andheri East,450.0,21330.0,1 Years Old,1.0,Higherof 15 floors,Unfurnished,370.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.23,Kandivali West,785.0,15670.0,2 BHK,,Middleof 22 floors,,645.0,2.0,3.0,0.0,Yes
1 BHK Flat,0.66,Mira Road East,621.0,10630.0,4 Year Old,4.0,Lowerof 22 floors,Semi Furnished,420.0,1.0,2.0,2.0,Yes
2 BHK Flat,3.25,others,1250.0,26000.0,2 BHK,,Higherof 56 floors,Semi Furnished,700.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.15,Nalasopara West,590.0,2540.0,2 Year Old,2.0,Lowerof 7 floors,,465.0,1.0,1.0,2.0,Yes
1 BHK Flat,0.45,Wadala,300.0,15000.0,1 Years Old,1.0,Middleof 24 floors,Unfurnished,225.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.39,Mira Road East,492.0,7840.0,Ready to move,,unknown,,418.0,1.0,1.0,1.0,Yes
2 BHK Flat,0.72,Mira Road East,885.0,8130.000000000001,Ready to move,,unknown,,585.0,2.0,2.0,3.0,Yes
3 BHK Flat,8.0,Matunga West,1860.0,43010.0,3 BHK,,Higherof 25 floors,Fully Furnished,,3.0,3.0,,Yes
1 BHK Flat,1.11,Andheri West,550.0,20180.0,Ready to move,,unknown,,330.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.9,Goregaon West,650.0,13850.0,4 Year Old,4.0,Lowerof 20 floors,Unfurnished,410.0,1.0,2.0,2.0,no
1 BHK Flat,1.15,Santacruz East,453.0,25390.0,2 Year Old,2.0,Higherof 8 floors,,353.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.32,Naigaon East,600.0,5330.0,2 Year Old,2.0,Higherof 22 floors,,390.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.65,Bhandup West,500.0,13000.0,2 Year Old,2.0,Higherof 22 floors,Unfurnished,320.0,1.0,1.0,0.0,no
1 BHK Flat,0.63,Mira Road East,710.0,8870.0,2 Year Old,2.0,Middleof 22 floors,Fully Furnished,480.0,1.0,2.0,3.0,Yes
3 BHK Flat,1.21,Mira Road East,1020.0,11830.0,Ready to move,,unknown,,761.0,3.0,2.0,3.0,Yes
2 BHK Flat,1.31,Mira Road East,920.0,14210.0,Ready to move,,unknown,,616.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.65,Mira Road East,725.0,9000.0,1 Years Old,1.0,Lowerof 11 floors,Semi Furnished,442.0,1.0,2.0,3.0,Yes
3 BHK Flat,6.8,Byculla,1420.0,47890.0,2 Year Old,2.0,Middleof 72 floors,Unfurnished,1400.0,3.0,2.0,1.0,Yes
3 BHK Flat,3.6,Goregaon West,861.0,41810.0,1 Years Old,1.0,Middleof 36 floors,,861.0,3.0,3.0,2.0,Yes
2 BHK Flat,2.43,Borivali West,1100.0,22050.0,1 Years Old,1.0,Middleof 24 floors,Semi Furnished,779.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.9,Borivali East,1121.0,16950.0,1 Years Old,1.0,Middleof 23 floors,Unfurnished,771.0,2.0,2.0,2.0,Yes
2 BHK Flat,2.52,Goregaon West,900.0,28000.0,2 BHK,,Middleof 36 floors,Semi Furnished,775.0,2.0,2.0,1.0,Yes
3 BHK Flat,7.5,Lower Parel,3210.0,23360.0,1 Years Old,1.0,Lowerof 91 floors,Unfurnished,1950.0,3.0,3.0,2.0,Yes
2 BHK Flat,1.72,Dahisar East,647.0,26580.0,2 BHK,,Lowerof 57 floors,Unfurnished,647.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.7,Andheri East,712.0,23880.0,1 Years Old,1.0,Lowerof 18 floors,Unfurnished,612.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,770.0,8380.0,1 BHK,,Middleof 20 floors,Semi Furnished,436.0,1.0,2.0,2.0,Yes
3 BHK Flat,1.85,Kurla East,1000.0,18500.0,1 Years Old,1.0,Higherof 16 floors,Semi Furnished,850.0,3.0,3.0,1.0,Yes
1 BHK Flat,2.15,Matunga East,500.0,43000.0,1 Years Old,1.0,Lowerof 42 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,0.98,Chembur,526.0,18630.0,2 Year Old,2.0,Middleof 17 floors,Semi Furnished,426.0,1.0,2.0,1.0,Yes
2 BHK Flat,1.61,Ghatkopar East,850.0,18940.0,1 Years Old,1.0,Middleof 16 floors,Unfurnished,,2.0,,0.0,no
2 BHK Flat,0.56,Naigaon East,1050.0,5310.0,Ready to move,,unknown,,570.0,2.0,2.0,3.0,Yes
2 BHK Flat,2.25,Ghatkopar West,1300.0,17310.0,1 Years Old,1.0,Higherof 10 floors,Semi Furnished,814.0,2.0,2.0,1.0,Yes
3 BHK Flat,3.99,Malad East,2120.0,18820.0,3 BHK,,Middleof 55 floors,Semi Furnished,1833.0,3.0,3.0,4.0,Yes
3 BHK Flat,3.7,Chembur,1410.0,26240.0,2 Year Old,2.0,Lowerof 15 floors,Semi Furnished,1165.0,3.0,2.0,0.0,Yes
1 BHK Flat,0.78,Mira Road East,700.0,11140.0,3 Year Old,3.0,Middleof 24 floors,Unfurnished,,2.0,2.0,,Yes
2 BHK Flat,2.1,Chembur,890.0,23590.0,4 Year Old,4.0,Middleof 15 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,1.56,Kandivali West,1072.0,14550.0,2 BHK,,Middleof 59 floors,Unfurnished,650.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.1,Chembur,1000.0,21000.0,4 Year Old,4.0,Higherof 15 floors,Unfurnished,737.0,2.0,1.0,0.0,Yes
1 BHK Flat,1.35,Chembur,600.0,22500.0,1 Years Old,1.0,Lowerof 13 floors,Semi Furnished,442.0,1.0,2.0,0.0,Yes
3 BHK Flat,6.5,Vile Parle West,1850.0,35140.0,3 Year Old,3.0,Higherof 10 floors,Fully Furnished,,3.0,1.0,,Yes
2 BHK Flat,0.93,Bhayandar East,920.0,10060.0,1 Years Old,1.0,Middleof 20 floors,Semi Furnished,607.0,2.0,2.0,3.0,Yes
4 BHK Flat,5.25,Bhandup West,2525.0,20790.0,1 Years Old,1.0,Higherof 38 floors,Semi Furnished,2079.0,4.0,3.0,1.0,Yes
1 BHK Flat,0.85,Mira Road East,750.0,11330.0,Ready to move,,unknown,,500.0,1.0,2.0,2.0,no
2 BHK Flat,1.9,Mulund East,780.0,24360.0,2 Year Old,2.0,Higherof 23 floors,Unfurnished,,2.0,,0.0,Yes
3 BHK Flat,11.0,Lower Parel,2150.0,51160.0,1 Years Old,1.0,Middleof 50 floors,Unfurnished,,3.0,2.0,,Yes
4 BHK Flat,9.04,Sion,2000.0,45200.0,4 Year Old,4.0,Lowerof 41 floors,Unfurnished,1900.0,4.0,3.0,2.0,Yes
4 BHK Flat,12.0,Juhu,2220.0,54050.0,4 Year Old,4.0,Higherof 14 floors,,,4.0,,0.0,Yes
2 BHK Flat,2.1,Goregaon West,1200.0,17500.0,4 Year Old,4.0,Middleof 22 floors,Unfurnished,787.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.28,Naigaon East,610.0,4590.0,1 Years Old,1.0,Lowerof 14 floors,Unfurnished,400.0,1.0,1.0,2.0,no
1 BHK Flat,0.62,Thane West,655.0,9450.0,2 Year Old,2.0,Lowerof 32 floors,Semi Furnished,456.0,1.0,2.0,1.0,no
2 BHK Flat,0.32,Naigaon East,650.0,4900.0,Ready to move,,,Semi Furnished,400.0,2.0,1.0,2.0,Yes
3 BHK Flat,5.7,Matunga East,1400.0,40710.0,1 Years Old,1.0,Middleof 15 floors,Unfurnished,,3.0,1.0,,Yes
2 BHK Flat,2.4,Kanjurmarg East,910.0,26370.0,1 Years Old,1.0,Lowerof 50 floors,Semi Furnished,797.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.1,Chembur,520.0,21150.0,2 Year Old,2.0,Lowerof 16 floors,,440.0,1.0,1.0,0.0,Yes
1 BHK Flat,1.35,Andheri East,700.0,19290.0,3 Year Old,3.0,,Unfurnished,450.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.2,Chembur,650.0,18460.0,2 Year Old,2.0,Lowerof 15 floors,Unfurnished,490.0,1.0,2.0,0.0,Yes
2 BHK Flat,2.66,Santacruz East,965.0,27510.0,3 Year Old,3.0,Middleof 13 floors,Semi Furnished,782.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.95,Mira Road East,980.0,9690.0,2 Year Old,2.0,Lowerof 14 floors,Semi Furnished,650.0,2.0,2.0,3.0,Yes
3 BHK Flat,3.2,Chembur,1220.0,26230.0,1 Years Old,1.0,Middleof 13 floors,Unfurnished,945.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.0,Kanjurmarg East,850.0,23530.0,3 Year Old,3.0,Higherof 22 floors,Unfurnished,681.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.66,Bhandup West,400.0,16500.0,1 BHK,,Middleof 22 floors,Semi Furnished,375.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.0,Mulund East,650.0,15380.0,1 Years Old,1.0,Middleof 15 floors,Semi Furnished,,2.0,,0.0,no
3 BHK Flat,3.33,Chembur,1050.0,31710.0,Ready to move,,unknown,,1050.0,3.0,3.0,1.0,Yes
2 BHK Flat,2.05,Kanjurmarg East,1188.0,17250.0,2 Year Old,2.0,Higherof 21 floors,Unfurnished,888.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.68,Mira Road East,725.0,9310.0,2 Year Old,2.0,Middleof 11 floors,Unfurnished,404.0,1.0,2.0,0.0,Yes
3 BHK Flat,4.2,Chembur,1200.0,35000.0,Ready to move,,unknown,,,3.0,,0.0,Yes
5 BHK Flat,14.0,Vile Parle West,3350.0,41790.0,3 Year Old,3.0,Higherof 7 floors,Fully Furnished,2800.0,5.0,5.0,2.0,Yes
1 BHK Flat,0.65,Mira Road East,650.0,9980.0,1 Years Old,1.0,Higherof 12 floors,Semi Furnished,451.0,1.0,2.0,3.0,Yes
3 BHK Flat,2.85,Bhandup West,1241.0,22960.0,2 Year Old,2.0,Lowerof 38 floors,Semi Furnished,1017.0,3.0,2.0,1.0,Yes
2 BHK Flat,1.3,Mira Road East,1020.0,12740.0,1 Years Old,1.0,Middleof 30 floors,,605.0,2.0,2.0,0.0,Yes
3 BHK Flat,3.5,Mulund East,1050.0,33330.0,1 Years Old,1.0,Middleof 16 floors,Unfurnished,,3.0,,0.0,Yes
4 BHK Flat,11.0,Lower Parel,2350.0,46810.0,1 Years Old,1.0,Lowerof 70 floors,Unfurnished,2000.0,4.0,4.0,2.0,Yes
2 BHK Flat,3.1,Sion,955.0,32460.0,4 Year Old,4.0,Lowerof 40 floors,Unfurnished,800.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.2,Goregaon East,870.0,25290.0,4 Year Old,4.0,Middleof 18 floors,Unfurnished,768.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.0,Kanjurmarg East,880.0,22730.0,1 Years Old,1.0,Middleof 50 floors,Semi Furnished,723.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.6,Chembur,700.0,22860.0,3 Year Old,3.0,Lowerof 30 floors,Semi Furnished,630.0,2.0,1.0,0.0,Yes
3 BHK Flat,3.2,Andheri East,1500.0,21330.0,2 Year Old,2.0,Middleof 17 floors,Semi Furnished,,3.0,,0.0,Yes
1 BHK Flat,1.1,Chembur,650.0,16920.0,2 Year Old,2.0,Lowerof 14 floors,Unfurnished,450.0,1.0,2.0,0.0,Yes
4 BHK Flat,5.25,Santacruz East,1450.0,36210.0,1 Years Old,1.0,Middleof 13 floors,Semi Furnished,1350.0,4.0,5.0,4.0,Yes
1 BHK Flat,0.67,Mira Road East,695.0,9640.0,2 Year Old,2.0,Higherof 9 floors,Semi Furnished,480.0,1.0,2.0,3.0,Yes
3 BHK Flat,5.5,Chembur,1760.0,31250.0,1 Years Old,1.0,Higherof 20 floors,Semi Furnished,,2.0,1.0,,Yes
3 BHK Flat,3.9,Kanjurmarg East,1400.0,27860.0,1 Years Old,1.0,Middleof 50 floors,Semi Furnished,1250.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.45,Bhandup West,700.0,20710.0,2 Year Old,2.0,Higherof 22 floors,Fully Furnished,630.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.75,Mulund West,1050.0,16670.0,1 Years Old,1.0,Lowerof 46 floors,Semi Furnished,630.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.43,Chembur,740.0,32840.0,Ready to move,,unknown,,740.0,2.0,2.0,0.0,Yes
3 BHK Flat,4.35,Chembur,1250.0,34800.0,Ready to move,,unknown,,,3.0,,0.0,Yes
5 BHK Flat,11.5,Vile Parle West,2880.0,39930.0,3 Year Old,3.0,Higherof 10 floors,Fully Furnished,2400.0,5.0,5.0,2.0,Yes
1 BHK Flat,0.73,Mira Road East,590.0,12370.0,1 Years Old,1.0,Middleof 7 floors,Semi Furnished,414.0,1.0,2.0,3.0,Yes
3 BHK Flat,4.25,Mulund West,1800.0,23610.0,3 BHK,,Lowerof 60 floors,,1305.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.19,Mira Road East,1021.0,11650.0,Ready to move,,unknown,,620.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.95,Mulund East,650.0,30000.0,Ready to move,,unknown,,590.0,2.0,2.0,0.0,Yes
3 BHK Flat,11.0,Lower Parel,2350.0,46810.0,1 Years Old,1.0,Lowerof 70 floors,Unfurnished,2000.0,3.0,3.0,1.0,Yes
1 BHK Flat,1.65,Sion,490.0,33670.0,4 Year Old,4.0,Lowerof 40 floors,Unfurnished,450.0,1.0,1.0,1.0,Yes
1 BHK Flat,1.2,Goregaon East,657.0,18260.0,1 Years Old,1.0,Middleof 9 floors,Unfurnished,410.0,1.0,2.0,0.0,Yes
2 BHK Flat,2.97,Borivali East,1310.0,22670.0,3 Year Old,3.0,Lowerof 42 floors,Semi Furnished,935.0,2.0,2.0,0.0,Yes
3 BHK Flat,1.65,Thane West,1600.0,10310.0,4 Year Old,4.0,Lowerof 31 floors,Fully Furnished,1180.0,3.0,3.0,2.0,Yes
2 BHK Flat,1.85,Powai,825.0,22420.0,2 BHK,,unknown,Semi Furnished,,2.0,,,Yes
1 BHK Flat,0.4,Vasai East,447.0,8950.0,1 Years Old,1.0,unknown,Semi Furnished,,2.0,2.0,,Yes
4 BHK Flat,10.0,Vikhroli East,2500.0,40000.0,1 Years Old,1.0,Lowerof 16 floors,Semi Furnished,1800.0,4.0,4.0,3.0,Yes
1 BHK Flat,2.1,Dadar West,600.0,35000.0,2 Year Old,2.0,Higherof 22 floors,Fully Furnished,,2.0,1.0,,Yes
1 BHK Flat,0.36,Nalasopara West,670.0,5370.0,Ready to move,,unknown,,,2.0,2.0,,Yes
3 BHK Flat,1.9,Mulund West,1150.0,16520.0,Ready to move,,unknown,,959.0,3.0,3.0,4.0,Yes
4 BHK Flat,11.0,Bandra East,1657.0,66390.0,1 Years Old,1.0,Higherof 30 floors,,1657.0,4.0,5.0,1.0,Yes
2 BHK Flat,2.4,Santacruz East,664.0,36140.0,2 BHK,,Middleof 13 floors,,664.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.67,Santacruz East,442.0,37780.0,1 Years Old,1.0,Middleof 13 floors,,442.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,665.0,9730.0,Ready to move,,unknown,,445.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.62,Mira Road East,754.0,8180.0,Ready to move,,unknown,,457.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.03,Mira Road East,1040.0,9950.0,Ready to move,,unknown,,650.0,2.0,2.0,3.0,Yes
2 BHK Flat,0.98,Mira Road East,1044.0,9410.0,Ready to move,,unknown,,653.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.93,Mira Road East,1091.0,8480.0,Ready to move,,unknown,,682.0,2.0,2.0,0.0,Yes
3 BHK Flat,1.33,Mira Road East,1195.0,11090.0,Ready to move,,unknown,,747.0,3.0,3.0,0.0,Yes
3 BHK Flat,1.4,Mira Road East,1329.0,10500.0,Ready to move,,unknown,,831.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.09,Mira Road East,990.0,11010.0,Ready to move,,unknown,,619.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.28,Mira Road East,1152.0,11110.0,Ready to move,,unknown,,720.0,2.0,2.0,1.0,Yes
3 BHK Flat,1.59,Mira Road East,1404.0,11320.0,Ready to move,,unknown,,878.0,3.0,3.0,1.0,Yes
3 BHK Flat,1.89,Mira Road East,1566.0,12070.0,Ready to move,,unknown,,979.0,3.0,3.0,1.0,Yes
1 BHK Flat,0.71,Mira Road East,745.0,9570.0,Ready to move,,unknown,,466.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.72,Mira Road East,748.0,9570.0,Ready to move,,unknown,,468.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.97,Mira Road East,1006.0,9690.0,Ready to move,,unknown,,629.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.71,Mira Road East,768.0,9290.0,Ready to move,,unknown,,480.0,1.0,2.0,1.0,Yes
2 BHK Flat,1.04,Mira Road East,1128.0,9220.0,Ready to move,,unknown,,705.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.14,Mira Road East,1264.0,9020.0,Ready to move,,unknown,,790.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.94,Mira Road East,918.0,10190.0,Ready to move,,unknown,,574.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.96,Mira Road East,958.0,10070.0,Ready to move,,unknown,,599.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.94,Mira Road East,992.0,9530.0,Ready to move,,unknown,,620.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.24,Mira Road East,1233.0,10060.0,Ready to move,,unknown,,783.0,2.0,2.0,2.0,Yes
3 BHK Flat,1.64,Mira Road East,1611.0,10180.0,Ready to move,,unknown,,1007.0,3.0,3.0,2.0,Yes
2 BHK Flat,1.04,Mira Road East,960.0,10830.0,Ready to move,,unknown,,600.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.14,Mira Road East,1040.0,10960.0,Ready to move,,unknown,,650.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.93,Mira Road East,947.0,9770.0,Ready to move,,unknown,,592.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.75,Mira Road East,808.0,9240.0,Ready to move,,unknown,,505.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.92,Mira Road East,904.0,10150.0,Ready to move,,unknown,,565.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.98,Mira Road East,1064.0,9260.0,Ready to move,,unknown,,665.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.99,Mira Road East,1121.0,8840.0,Ready to move,,unknown,,733.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.65,Mira Road East,755.0,8600.0,Ready to move,,unknown,,458.0,1.0,2.0,1.0,Yes
3 BHK Flat,1.32,Mira Road East,1521.0,8660.0,Ready to move,,unknown,,950.0,3.0,3.0,2.0,Yes
2 BHK Flat,1.6,Mulund East,1075.0,14880.0,2 BHK,,Middleof 23 floors,Unfurnished,650.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.65,Mulund East,1540.0,17210.0,3 BHK,,Higherof 23 floors,Unfurnished,974.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.6,Mulund East,1055.0,15160.0,2 BHK,,Middleof 23 floors,Unfurnished,650.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.03,Mira Road East,1092.0,9400.0,Ready to move,,unknown,,683.0,2.0,2.0,3.0,no
1 BHK Flat,0.62,Mira Road East,774.0,8050.000000000001,Ready to move,,unknown,,484.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.95,Mira Road East,1030.0,9250.0,Ready to move,,unknown,,644.0,2.0,2.0,0.0,no
1 BHK Flat,0.63,Mira Road East,677.0,9360.0,1 BHK,,Middleof 40 floors,Semi Furnished,414.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.74,Mira Road East,711.0,10480.0,Ready to move,,unknown,,475.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.7,Mira Road East,752.0,9290.0,Ready to move,,unknown,,470.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.67,Mira Road East,718.0,9370.0,Ready to move,,unknown,,449.0,1.0,2.0,0.0,Yes
3 BHK Flat,1.39,Mira Road East,1536.0,9050.0,Ready to move,,unknown,,960.0,3.0,3.0,1.0,Yes
